region_name,division_name,school_id,school_name,allocated_lots_numbers
"Region V","Camarines Norte",112154,"Osmeña Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112155,"Parang Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112157,"San Rafael Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112158,"Segundo Aguirre Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112159,"Roman V. Heraldo Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112162,"L.D. Bamba Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112163,"Larap Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112168,"San Martin Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112176,"Baay Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112179,"Bulhao Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112182,"Fundado Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112190,"Malasugui Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112191,"Marcos Pimentel Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112196,"Tulay Na Lupa Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112204,"F. Caudilla Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112205,"Claudio Villagen Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112206,"Daguit Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112208,"Felix Asis Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112213,"Macogon Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112216,"Malatap Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112219,"Maligaya Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112231,"Mambungalon Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112232,"Manguisoc Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112236,"Pambuhan Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112238,"San Roque Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112239,"Tagongtong Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112242,"Batobalani Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112246,"Dalnac Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112247,"Gumaus Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112249,"Labnig Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112254,"Paracale Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112255,"Pedro V. Moreno Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112257,"S. Basilio Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112259,"Tawig Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112260,"Tugos Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112263,"Imelda Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112266,"Mampurog Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112269,"Resettlement Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112275,"San Vicente Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112282,"M. Hebrado Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112285,"Rizal Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112291,"M. Cacho Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112296,"Talisay Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",112298,"Banocboc Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112303,"El Trino P. Zenarosa Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112306,"Guinacutan Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112314,"Sto. Domingo Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",112316,"Vinzons Pilot Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",173008,"Don Tomas Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",173009,"Juan A. Amparo Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",173011,"Maulawin Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",173014,"Villa San Isidro Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Norte",173017,"Bagumbayan Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Norte",301889,"Basud National High School","6, 7, 13, 14"
"Region V","Camarines Norte",301922,"Tulay Na Lupa National High School","6, 7, 13, 14"
"Region V","Camarines Norte",306067,"Dominador G. Mendoza High School","6, 7, 8, 9, 10, 11, 13, 14"
"Region V","Camarines Norte",306068,"Capalonga National High School","6, 7, 8, 9, 10, 11, 13, 14"
"Region V","Camarines Norte",501271,"Colasi Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
"Region V","Camarines Norte",502249,"Pinagtigasan Calaguas Island Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
"Region V","Camarines Norte",502420,"Mangcawayan Island Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
"Region V","Camarines Norte",502451,"Hamoraon Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
"Region V","Camarines Norte",502676,"Regino A. Yet Integrated School","6, 7, 8, 9, 10, 11, 13, 14"
"Region V","Camarines Sur",112317,"Agdangan ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112319,"Baao Central School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112320,"Baao West CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112322,"Buluang ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112325,"Del Pilar ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112329,"Lourdes Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112333,"Sagrada Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112334,"Salvacion ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112335,"San Isidro-Santa Teresita ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112338,"San Vicente Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112341,"Sta. Teresa PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112343,"Bagong Lipunan ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112344,"Balatan CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112351,"Duran ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112352,"Maguiron ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112355,"PARARAO E/S","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112362,"ATIPOLO ELEM. SCHOOL","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112364,"Bato North Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112365,"Bato South Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112369,"Don Teofilo Landagan PS (Caricot)","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112370,"Dr. H. A. Guballa Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112371,"Lobong Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112375,"Masoli ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112378,"Pagatpatan Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112381,"Salvacion ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112385,"San Vicente ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112386,"Sooc ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112390,"Buhi Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112391,"Buhi North Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112399,"Igbac ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112401,"Iraya Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112407,"Monte Calvario Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112409,"Sagrada ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112412,"San Isidro Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112415,"San Vicente Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112418,"Buhi Southeast Central School (formerly:Sta. Justina East ES)","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112421,"Tambo ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112426,"Balaogan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112427,"Bula Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112429,"Casugad ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112431,"Fabrica ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112444,"Bula South Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112456,"Barcelonita Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112458,"Cabusao Central School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112460,"Castillo ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112461,"Pandan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112470,"Cagsao Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112471,"Calabanga Central Division Pilot School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112472,"Calabanga West Central School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112477,"G. Dumalasa ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112480,"Ilihan CS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112482,"Manguiring ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112483,"Pagatpat ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112484,"Manuel Y. Garza Sr. ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112489,"Ratay ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112490,"Sabang ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112495,"Taculod ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112497,"Union Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112498,"Camaligan Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112499,"Dugcal ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112500,"Marupit Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112502,"Sua Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112506,"Canaman CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112524,"Agaas PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112528,"Bikal ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112531,"Cagnipa PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112532,"Canatuan PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112534,"Caramoan CS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112538,"Gibgos Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112540,"Guijalo ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112545,"Homatoy PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112577,"Del Gallego CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112586,"Sinuknipan Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112600,"Garchitorena Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112616,"Buyo Impact ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112617,"Cagaycay ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112618,"Catagbacan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112619,"Digdigon ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112630,"Payatan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112631,"Pinaglabanan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112634,"Tabgon ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112655,"Burabod ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112660,"Lagonoy South Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112666,"San Rafael-Agpo ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112667,"San Ramon ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112669,"San Sebastian ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112672,"Bahay ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112677,"Fundado ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112681,"Libmanan North CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112686,"Mambulo Viejo ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112693,"SAN JUAN ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112701,"Bahao ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112707,"Camdilancha Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112711,"Libmanan South CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112712,"Loba-Loba ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112713,"Mambulo Nuevo ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112715,"Pag-Oring Nuevo ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112719,"Sixto Bulaong ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112740,"Colacling ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112745,"Lupi CS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112746,"Mangcawayan PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112758,"Bell-San Francisco ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112759,"Bombon Central School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112760,"Carangcang Elem School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112762,"Magarao Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112766,"San Antonio ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112768,"San Roque ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112770,"Sta. Lucia ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112774,"Cabugao Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112778,"Dalipay ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112779,"Gainza CS - Gainza","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112785,"Milaor CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112788,"San Jose ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112789,"Antipolo ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112797,"Hamoraon ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112798,"Hobo ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112801,"Malitbog ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112803,"Mataoroc ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112804,"Minalabac CS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112805,"Sagrada Familia ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112806,"Salingogon ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112816,"La Opinion ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112825,"San Vicente Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112837,"Malawag Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112838,"Nabua West Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112844,"Sto. Domingo Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112851,"Gatbo ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112853,"Hanawan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112854,"Hibago ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112859,"Ocampo Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112860,"Pinit ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112861,"San Antonio ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112866,"Batang ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112871,"Pamplona Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112874,"San Gabriel ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112877,"San Vicente ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112878,"Taguilid ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112879,"Tambo ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112881,"Ayugao Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112893,"Maangas ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112895,"Parubcan CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112901,"Balogo Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112902,"Caranan ES (North)","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112903,"Caranan ES (South)","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112906,"DALUPAON ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112917,"Agaton C. Rodriguez Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112918,"Anayan Sagrada ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112924,"Caroyroyan ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112925,"Curry Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112927,"Himaao ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112928,"La Purisima ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112929,"Palestina ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112932,"Pili Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112933,"Pili West Central School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112936,"San Jose North ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112937,"San Jose South ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112938,"School Of The Future","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112939,"Soledad Marasigan Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112945,"Apad ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112958,"Godofredo Reyes Sr. ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112960,"Liboro Elementary School","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112968,"Pugod ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112969,"Ragay CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112970,"Salvacion ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112972,"San Rafael Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112978,"Bolo Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112984,"Minadongjol ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112985,"Nato ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112987,"Patitinan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112989,"Sagñay CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",112990,"Sibaguan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",112994,"Alianza ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113003,"Lupi ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113005,"Pamukid ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",113009,"San Fernando CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",113016,"Calalahan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113018,"Catalotoan Community School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113021,"Kinalansan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113023,"Minoro PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113026,"Sabang ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113027,"Salogon ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113028,"San Jose CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",113048,"Vito Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113067,"Sipocot North CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",113073,"North Villazar ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113084,"Gaongan ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113090,"Manlubang PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113091,"Sipocot South CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",113095,"Eulalia  A.Fuentebella Elementary School (Cabalinadan PS)","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113100,"Huyonhuyon ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113102,"Mabalodbalod ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113104,"Salvacion ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113107,"San Rafael ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113108,"Tigaon CPS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",113109,"Tigaon North CS","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",113110,"Tinawagan ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",113113,"Antipolo ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113120,"Magsaysay ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113133,"TAMBANG CENTRAL SCHOOL","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",113134,"Bagacay ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113137,"Buenavista ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113140,"Cagliliog ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113144,"Lupi ES","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113149,"Sogod Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113150,"Tierra Nevada Elementary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",113151,"Tinambac CS I","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",113152,"Tinambac South CS II","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",173506,"Mambalite PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",173507,"Bagacay Primary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",173508,"Tinanquihan Primary School","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",173514,"Agawan (Sitio of Tabog)","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",173519,"Palale CS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",173534,"San Rafael Norte ES","6, 7, 8, 9, 11, 14"
"Region V","Camarines Sur",173537,"BLISS ELEMENTARY SCHOOL","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",173538,"Mandacanan PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",173546,"Del Rosario PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",173558,"Salvacion PS","6, 7, 8, 9, 10, 11, 14"
"Region V","Camarines Sur",300310,"Adiangao High School","6, 7, 8, 9, 10, 11, 13, 14"
"Region V","Camarines Sur",301948,"Bula National High School - Caorasan Annex NHS (Bula)","6, 7, 8, 9, 10, 11, 13, 14"
"Region V","Camarines Sur",301963,"Dahat National Vocational High School","6, 7, 13, 14"
"Region V","Camarines Sur",301969,"Don Servillano Platon Memorial National High School","6, 7, 13, 14"
"Region V","Camarines Sur",301982,"FELIPE P. PANTON HIGH SCHOOL(Formerly:Inoyonan National HS)","6, 7, 8, 9, 10, 11, 13, 14"
"Region V","Camarines Sur",301985,"La Purisima National High School","6, 7, 13, 14"
"Region V","Camarines Sur",302003,"Victor Bernal Provincial High School","6, 7, 13, 14"
"Region V","Camarines Sur",302010,"Palsong NHS","6, 7, 13, 14"
"Region V","Camarines Sur",302012,"Pamplona National High School","6, 7, 13, 14"
"Region V","Camarines Sur",302015,"Partido Agro - Industrial National High School","6, 7, 13, 14"
"Region V","Camarines Sur",302020,"Ragay National Agricultural and Fisheries School (RNAFS)","6, 7, 13, 14"
"Region V","Camarines Sur",302031,"San Fernando National High School","6, 7, 13, 14"
"Region V","Camarines Sur",302039,"San Ramon National High School - Lagonoy","6, 7, 13, 14"
"Region V","Camarines Sur",302051,"Sta. Lutgarda National High School","6, 7, 13, 14"
"Region V","Camarines Sur",302060,"Bonifacio D. Borebor Sr. HS (formerly:Tawog NHS)","6, 7, 13, 14"
"Region V","Camarines Sur",302061,"Tawog National High School - Eastern Coast NHS (Tawog)","6, 7, 8, 9, 10, 11, 13, 14"
